s27,time_in_bed,9:19
s27,feeling,:)
s27,notes,Drank coffee
s27,heart_rate,58
s27,steps,0
s28,start,2015-01-26 22:36:21
s28,end,2015-01-27 06:11:49
s28,quality,83%
s28,time_in_bed,7:35
s28,feeling,:|
s28,notes,Drank coffee:Drank tea:Stressful day
s28,heart_rate,66
s28,steps,0
s29,start,2015-01-28 21:43:16
s29,end,2015-01-29 05:20:42
s29,quality,76%
s29,time_in_bed,7:37
s29,feeling,:)
s29,notes,Drank coffee:Drank tea:Stressful day
s29,heart_rate,57
s29,steps,0
s30,start,2015-01-29 22:23:40
s30,end,2015-01-30 05:29:11
s30,quality,67%
s30,time_in_bed,7:05
s30,feeling,:)
s30,notes,Drank coffee:Drank tea:Worked out
s30,heart_rate,63
s30,steps,0
s31,start,2015-01-31 00:13:46
s31,end,2015-01-31 08:17:30
s31,quality,93%
s31,time_in_bed,8:03
s31,feeling,:)
s31,notes,Drank coffee:Drank tea:Stressful day
s31,heart_rate,62
s31,steps,0
s32,start,2015-02-01 21:55:59
s32,end,2015-02-02 05:09:06
s32,quality,64%
s32,time_in_bed,7:13
s32,feeling,:)
s32,notes,Drank coffee:Drank tea
s32,heart_rate,56
s32,steps,0
s33,start,2015-02-02 22:30:35
s33,end,2015-02-03 06:20:29
s33,quality,75%
s33,time_in_bed,7:49
s33,feeling,:)
s33,notes,Drank tea
s33,heart_rate,61
s33,steps,0
s34,start,2015-02-03 22:47:33
s34,end,2015-02-04 06:20:21
s34,quality,72%
s34,time_in_bed,7:32
s34,feeling,:)
s34,notes,Drank coffee:Drank tea
s34,heart_rate,61
s34,steps,0
s35,start,2015-02-04 23:03:06
s35,end,2015-02-05 06:10:44
s35,quality,70%
s35,time_in_bed,7:07
s35,feeling,:)
s35,notes,Drank tea:Worked out
s35,heart_rate,57
s35,steps,0
s36,start,2015-02-08 22:30:34
s36,end,2015-02-09 06:48:30
s36,quality,89%
s36,time_in_bed,8:17
s36,feeling,:)
s36,notes,Drank coffee:Drank tea
s36,heart_rate,61
s36,steps,0
s37,start,2015-02-09 21:55:43
s37,end,2015-02-10 06:13:22
s37,quality,85%
s37,time_in_bed,8:17
s37,feeling,:)
s37,notes,Drank coffee
s37,heart_rate,58
s37,steps,0
s38,start,2015-02-10 22:20:46
s38,end,2015-02-11 06:20:51
s38,quality,59%
s38,time_in_bed,8:00
s38,feeling,:)
s38,notes,Drank coffee
s38,heart_rate,60
s38,steps,0
s39,start,2015-02-11 21:53:45
s39,end,2015-02-12 05:30:25
s39,quality,67%
s39,time_in_bed,7:36
s39,feeling,:)
s39,notes,Drank coffee:Drank tea:Worked out
s39,heart_rate,57
s39,steps,0
s40,start,2015-02-12 22:34:54
s40,end,2015-02-13 05:24:22
s40,quality,69%
s40,time_in_bed,6:49
s40,feeling,:)
s40,notes,Drank coffee:Drank tea:Worked out
s40,heart_rate,53
s40,steps,0
s41,start,2015-02-15 22:16:27
s41,end,2015-02-16 05:20:44
s41,quality,74%
s41,time_in_bed,7:04
s41,feeling,:)
s41,notes,Drank coffee
s41,heart_rate,60
s41,steps,0
s42,start,2015-02-17 00:02:30
s42,end,2015-02-17 06:16:11
s42,quality,78%
s42,time_in_bed,6:13
s42,feeling,:)
s42,notes,Drank coffee:Drank tea:Worked out
s42,heart_rate,65
s42,steps,0
s43,start,2015-02-17 22:20:00
s43,end,2015-02-18 05:05:23
s43,quality,70%
s43,time_in_bed,6:45
s43,feeling,:)
s43,notes,Drank coffee:Drank tea
s43,heart_rate,55
s43,steps,0
s44,start,2015-02-19 22:39:45
s44,end,2015-02-20 06:20:14
s44,quality,77%
s44,time_in_bed,7:40
s44,feeling,:)
s44,notes,Drank coffee:Drank tea:Stressful day
s44,heart_rate,66
s44,steps,0
s45,start,2015-02-21 00:31:24
s45,end,2015-02-21 07:32:22
s45,quality,72%
s45,time_in_bed,7:00
s45,feeling,:)
s45,notes,Drank coffee:Drank tea:Worked out
s45,heart_rate,55
s45,steps,0
s46,start,2015-02-21 22:54:00
s46,end,2015-02-22 07:49:15
s46,quality,92%
s46,time_in_bed,8:55
s46,feeling,:)
s46,notes,Drank coffee:Drank tea
s46,heart_rate,56
s46,steps,0
s47,start,2015-02-22 22:18:00
s47,end,2015-02-23 06:20:17
s47,quality,87%
s47,time_in_bed,8:02
s47,feeling,:)
s47,notes,Drank coffee
s47,heart_rate,60
s47,steps,0
s48,start,2015-02-24 22:30:11
s48,end,2015-02-25 06:20:07
s48,quality,69%
s48,time_in_bed,7:49
s48,feeling,:)
s48,notes,Drank coffee:Drank tea
s48,heart_rate,62
s48,steps,0
s49,start,2015-02-26 01:22:32
s49,end,2015-02-26 07:16:32
s49,quality,65%
s49,time_in_bed,5:54
s49,feeling,:|
s49,notes,Drank coffee:Drank tea
s49,steps,0
s50,start,2015-02-26 21:42:32
s50,end,2015-02-27 05:37:28
s50,quality,90%
s50,time_in_bed,7:54
s50,feeling,:)
s50,notes,Drank tea:Worked out
s50,heart_rate,61
s50,steps,0
s51,start,2015-03-01 20:14:26
s51,end,2015-03-02 05:44:08
s51,quality,88%
s51,time_in_bed,9:29
s51,feeling,:)
s51,notes,Drank coffee
s51,heart_rate,62
s51,steps,0
s52,start,2015-03-03 21:47:16
s52,end,2015-03-04 05:30:18
s52,quality,61%
s52,time_in_bed,7:43
s52,feeling,:)
s52,notes,Drank coffee:Drank tea:Worked out
s52,heart_rate,62
s52,steps,0
s53,start,2015-03-04 20:53:47
s53,end,2015-03-05 06:13:31
s53,quality,54%
s53,time_in_bed,9:19
s53,feeling,:)
s53,notes,Drank coffee:Drank tea:Stressful day:Worked out
s53,heart_rate,68
s53,steps,0
s54,start,2015-03-05 22:29:33
s54,end,2015-03-06 06:20:18
s54,quality,86%
s54,time_in_bed,7:50
s54,feeling,:)
s54,notes,Drank coffee:Drank tea
s54,heart_rate,58
s54,steps,0
s55,start,2015-03-08 22:54:58
s55,end,2015-03-09 06:20:12
s55,quality,69%
s55,time_in_bed,7:25
s55,feeling,:)
s55,notes,Drank coffee
s55,heart_rate,61
s55,steps,0
s56,start,2015-03-09 21:28:08
s56,end,2015-03-10 06:18:59
s56,quality,99%
s56,time_in_bed,8:50
s56,feeling,:)
s56,notes,Drank coffee:Drank tea
s56,heart_rate,67
s56,steps,0
s57,start,2015-03-10 22:17:17
s57,end,2015-03-11 06:18:56
s57,quality,82%
s57,time_in_bed,8:01
s57,feeling,:)
s57,notes,Drank coffee:Drank tea
s57,heart_rate,71
s57,steps,0
s58,start,2015-03-11 21:39:44
s58,end,2015-03-12 05:19:55
s58,quality,77%
s58,time_in_bed,7:40
s58,feeling,:)
s58,notes,Drank coffee:Drank tea
s58,heart_rate,63
s58,steps,0
s59,start,2015-03-12 21:44:36
s59,end,2015-03-13 05:20:52
s59,quality,72%
s59,time_in_bed,7:36
s59,feeling,:)
s59,notes,Drank coffee:Drank tea:Worked out
s59,heart_rate,60
s59,steps,0
s60,start,2015-03-15 21:50:56
s60,end,2015-03-16 04:51:22
s60,quality,82%
s60,time_in_bed,7:00
s60,feeling,:)
s60,heart_rate,62
s60,steps,0
s61,start,2015-03-16 21:48:42
s61,end,2015-03-17 05:21:34
s61,quality,75%
s61,time_in_bed,7:32
s61,feeling,:)
s61,notes,Drank coffee:Drank tea
s61,heart_rate,54
s61,steps,0
s62,start,2015-03-17 23:57:46
s62,end,2015-03-18 08:01:27
s62,quality,91%
s62,time_in_bed,8:03
s62,feeling,:)
s62,notes,Drank coffee:Drank tea:Worked out
s62,heart_rate,62
s62,steps,0
s63,start,2015-03-21 01:10:15
s63,end,2015-03-21 08:00:08
s63,quality,74%
s63,time_in_bed,6:49
s63,feeling,:)
s63,notes,Drank coffee
s63,heart_rate,66
s63,steps,0
s64,start,2015-03-22 23:07:46
s64,end,2015-03-23 07:30:02
s64,quality,75%
s64,time_in_bed,8:22
s64,feeling,:)
s64,notes,Drank coffee:Drank tea
s64,heart_rate,65
s64,steps,0
s65,start,2015-03-24 22:11:07
s65,end,2015-03-25 06:19:05
s65,quality,84%
s65,time_in_bed,8:07
s65,feeling,:)
s65,notes,Drank coffee
s65,heart_rate,58
s65,steps,0
s66,start,2015-03-25 22:00:06
s66,end,2015-03-26 05:22:21
s66,quality,76%
s66,time_in_bed,7:22
s66,feeling,:)
s66,notes,Drank coffee:Drank tea:Worked out
s66,steps,0
s67,start,2015-03-26 21:23:43
s67,end,2015-03-27 05:26:51
s67,quality,92%
s67,time_in_bed,8:03
s67,feeling,:)
s67,notes,Drank tea:Worked out
s67,heart_rate,54
s67,steps,0
s68,start,2015-03-30 22:30:48
s68,end,2015-03-31 05:28:23
s68,quality,82%
s68,time_in_bed,6:57
s68,feeling,:)
s68,notes,Drank coffee:Worked out
s68,heart_rate,64
s68,steps,0
s69,start,2015-03-31 22:17:15
s69,end,2015-04-01 05:50:10
s69,quality,84%
s69,time_in_bed,7:32
s69,feeling,:)
s69,notes,Drank coffee:Drank tea:Worked out
s69,heart_rate,55
s69,steps,0
s70,start,2015-04-04 23:13:30
s70,end,2015-04-05 07:31:06
s70,quality,95%
s70,time_in_bed,8:17
s70,feeling,:)
s70,notes,Drank coffee:Drank tea
s70,steps,0
s71,start,2015-04-06 21:22:37
s71,end,2015-04-07 06:15:41
s71,quality,79%
s71,time_in_bed,8:53
s71,feeling,:)
s71,notes,Drank coffee:Drank tea
s71,heart_rate,55
s71,steps,0
s72,start,2015-04-07 21:17:36
s72,end,2015-04-08 06:18:55
s72,quality,100%
s72,time_in_bed,9:01
s72,feeling,:)
s72,notes,Drank tea
s72,heart_rate,51
s72,steps,0
s73,start,2015-04-08 22:09:38
s73,end,2015-04-09 05:02:01
s73,quality,81%
s73,time_in_bed,6:52
s73,feeling,:)
s73,notes,Drank tea
s73,heart_rate,52
s73,steps,0
s74,start,2015-04-09 21:56:08
s74,end,2015-04-10 05:23:08
s74,quality,80%
s74,time_in_bed,7:27
s74,feeling,:)
s74,notes,Drank coffee:Drank tea:Worked out
s74,steps,0
s75,start,2015-04-10 23:51:30
s75,end,2015-04-11 07:41:42
s75,quality,85%
s75,time_in_bed,7:50
s75,feeling,:)
s75,notes,Drank tea:Worked out
s75,steps,0
s76,start,2015-04-11 23:16:56
s76,end,2015-04-12 06:53:03
s76,quality,97%
s76,time_in_bed,7:36
s76,feeling,:)
s76,notes,Drank coffee:Drank tea
s76,heart_rate,52
s76,steps,0
s77,start,2015-04-12 22:04:59
s77,end,2015-04-13 05:41:13
s77,quality,84%
s77,time_in_bed,7:36
s77,feeling,:)
s77,notes,Drank coffee:Drank tea
s77,heart_rate,58
s77,steps,0
s78,start,2015-04-13 22:19:39
s78,end,2015-04-14 05:45:04
s78,quality,78%
s78,time_in_bed,7:25
s78,feeling,:)
s78,notes,Drank tea:Worked out
s78,heart_rate,57
s78,steps,0
s79,start,2015-04-15 00:28:55
s79,end,2015-04-15 07:30:14
s79,quality,81%
s79,time_in_bed,7:01
s79,feeling,:)
s79,notes,Drank coffee:Drank tea:Worked out
s79,heart_rate,63
s79,steps,0
s80,start,2015-04-16 23:20:50
s80,end,2015-04-17 06:20:07
s80,quality,82%
s80,time_in_bed,6:59
s80,feeling,:)
s80,notes,Drank coffee:Drank tea
s80,heart_rate,58
s80,steps,0
s81,start,2015-04-17 23:50:04
s81,end,2015-04-18 07:22:19
s81,quality,59%
s81,time_in_bed,7:32
s81,feeling,:)
s81,notes,Drank coffee:Drank tea:Stressful day:Worked out
s81,heart_rate,53
s81,steps,0
s82,start,2015-04-20 22:37:59
s82,end,2015-04-21 06:18:56
s82,quality,77%
s82,time_in_bed,7:40
s82,feeling,:)
s82,notes,Drank coffee:Drank tea
s82,heart_rate,58
s82,steps,0
s83,start,2015-04-22 21:31:35
s83,end,2015-04-23 05:11:23
s83,quality,77%
s83,time_in_bed,7:39
s83,feeling,:)
s83,notes,Drank coffee:Drank tea:Stressful day
s83,heart_rate,67
s83,steps,0
s84,start,2015-04-23 21:46:46
s84,end,2015-04-24 05:13:42
s84,quality,87%
s84,time_in_bed,7:26
s84,feeling,:)
s84,notes,Drank coffee:Drank tea:Stressful day:Worked out
s84,steps,0
s85,start,2015-04-25 22:53:27
s85,end,2015-04-26 07:53:35
s85,quality,100%
s85,time_in_bed,9:00
s85,feeling,:)
s85,notes,Drank coffee:Drank tea
s85,heart_rate,61
s85,steps,0
s86,start,2015-04-26 21:51:16
s86,end,2015-04-27 04:59:06
s86,quality,70%
s86,time_in_bed,7:07
s86,feeling,:)
s86,notes,Ate late:Drank coffee:Drank tea
s86,heart_rate,64
s86,steps,0
s87,start,2015-04-27 21:35:56
s87,end,2015-04-28 04:57:17
s87,quality,77%
s87,time_in_bed,7:21
s87,feeling,:)
s87,notes,Drank tea:Worked out
s87,heart_rate,59
s87,steps,0
s88,start,2015-04-28 21:41:45
s88,end,2015-04-29 05:00:17
s88,quality,53%
s88,time_in_bed,7:18
s88,feeling,:)
s88,notes,Drank coffee:Worked out
s88,heart_rate,59
s88,steps,0
s89,start,2015-04-30 23:13:44
s89,end,2015-05-01 06:06:21
s89,quality,77%
s89,time_in_bed,6:52
s89,feeling,:)
s89,notes,Drank coffee:Drank tea:Stressful day
s89,heart_rate,60
s89,steps,0
s90,start,2015-05-01 22:20:45
s90,end,2015-05-02 06:07:10
s90,quality,65%
s90,time_in_bed,7:46
s90,feeling,:)
s90,notes,Drank coffee:Worked out
s90,heart_rate,91
s90,steps,0
s91,start,2015-05-05 22:23:26
s91,end,2015-05-06 06:18:20
s91,quality,83%
s91,time_in_bed,7:54
s91,feeling,:)
s91,notes,Drank coffee:Drank tea:Worked out
s91,heart_rate,62
s91,steps,0
s92,start,2015-05-06 21:47:25
s92,end,2015-05-07 05:21:38
s92,quality,50%
s92,time_in_bed,7:34
s92,feeling,:)
s92,notes,Ate late:Drank coffee:Drank tea:Worked out
s92,heart_rate,59
s92,steps,0
s93,start,2015-05-07 21:22:59
s93,end,2015-05-08 04:57:13
s93,quality,89%
s93,time_in_bed,7:34
s93,feeling,:)
s93,notes,Drank tea:Worked out
s93,heart_rate,54
s93,steps,0
s94,start,2015-05-09 01:58:47
s94,end,2015-05-09 07:01:52
s94,quality,61%
s94,time_in_bed,5:03
s94,feeling,:)
s94,notes,Drank coffee:Drank tea:Stressful day:Worked out
s94,heart_rate,75
s94,steps,0
s95,start,2015-05-10 22:11:42
s95,end,2015-05-11 05:00:10
s95,quality,66%
s95,time_in_bed,6:48
s95,feeling,:)
s95,notes,Drank coffee:Drank tea:Worked out
s95,heart_rate,50
s95,steps,0
s96,start,2015-05-11 21:57:02
s96,end,2015-05-12 05:00:13
s96,quality,75%
s96,time_in_bed,7:03
s96,feeling,:)
s96,notes,Drank tea:Worked out
s96,heart_rate,55
s96,steps,0
s97,start,2015-05-12 22:04:51
s97,end,2015-05-13 04:52:48
s97,quality,72%
s97,time_in_bed,6:47
s97,feeling,:)
s97,notes,Drank tea:Worked out
s97,heart_rate,59
s97,steps,0
s98,start,2015-05-14 22:49:01
s98,end,2015-05-15 06:17:50
s98,quality,79%
s98,time_in_bed,7:28
s98,feeling,:)
s98,notes,Drank coffee:Drank tea
s98,heart_rate,51
s98,steps,0
s99,start,2015-05-17 21:03:11
s99,end,2015-05-18 07:49:16
s99,quality,93%
s99,time_in_bed,10:46
s99,feeling,:)
s99,notes,Drank tea:Stressful day
s99,heart_rate,59
s99,steps,0
s100,start,2015-05-18 22:39:06
s100,end,2015-05-19 06:20:30
s100,quality,91%
s100,time_in_bed,7:41
s100,feeling,:)
s100,heart_rate,59
s100,steps,0
s101,start,2015-05-20 22:22:50
s101,end,2015-05-21 05:25:20
s101,quality,59%
s101,time_in_bed,7:02
s101,feeling,:)
s101,notes,Drank tea:Worked out
s101,heart_rate,62
s101,steps,0
s102,start,2015-05-21 22:47:04
s102,end,2015-05-22 05:25:14
s102,quality,74%
s102,time_in_bed,6:38
s102,feeling,:)
s102,notes,Drank coffee:Drank tea:Worked out
s102,heart_rate,60
s102,steps,0
s103,start,2015-05-24 00:01:49
s103,end,2015-05-24 07:35:15
s103,quality,73%
s103,time_in_bed,7:33
s103,feeling,:)
s103,notes,Drank coffee:Worked out
s103,steps,0
s104,start,2015-05-24 22:58:17
s104,end,2015-05-25 06:45:23
s104,quality,67%
s104,time_in_bed,7:47
s104,feeling,:)
s104,notes,Drank coffee:Drank tea
s104,heart_rate,61
s104,steps,0
s105,start,2015-05-25 22:05:49
s105,end,2015-05-26 05:29:03
s105,quality,85%
s105,time_in_bed,7:23
s105,feeling,:)
s105,notes,Drank coffee:Drank tea
s105,steps,0
s106,start,2015-05-26 22:18:17
s106,end,2015-05-27 05:14:36
s106,quality,69%
s106,time_in_bed,6:56
s106,feeling,:)
s106,notes,Drank coffee:Drank tea:Worked out
s106,steps,0
s107,start,2015-05-28 23:10:34
s107,end,2015-05-29 07:00:03
s107,quality,81%
s107,time_in_bed,7:49
s107,feeling,:)
s107,notes,Drank coffee:Drank tea:Worked out
s107,heart_rate,52
s107,steps,0
s108,start,2015-05-31 23:16:56
s108,end,2015-06-01 06:20:08
s108,quality,72%
s108,time_in_bed,7:03
s108,feeling,:)
s108,notes,Drank coffee
s108,heart_rate,76
s108,steps,0
s109,start,2015-06-01 22:20:07
s109,end,2015-06-02 06:19:46
s109,quality,76%
s109,time_in_bed,7:59
s109,feeling,:)
s109,notes,Drank coffee:Drank tea:Worked out
s109,heart_rate,57
s109,steps,0
s110,start,2015-06-03 22:19:31
s110,end,2015-06-04 05:20:25
s110,quality,78%
s110,time_in_bed,7:00
s110,feeling,:)
s110,notes,Drank coffee:Drank tea
s110,heart_rate,64
s110,steps,0
s111,start,2015-06-04 22:20:19
s111,end,2015-06-05 03:45:30
s111,quality,70%
s111,time_in_bed,5:25
s111,feeling,:(
s111,notes,Drank coffee:Drank tea:Worked out
s111,steps,0
s112,start,2015-06-05 03:45:52
s112,end,2015-06-05 05:41:01
s112,quality,23%
s112,time_in_bed,1:55
s112,feeling,:)
s112,heart_rate,57
s112,steps,0
s113,start,2015-06-07 22:01:10
s113,end,2015-06-08 05:40:26
s113,quality,75%
s113,time_in_bed,7:39
s113,feeling,:)
s113,notes,Drank coffee
s113,heart_rate,58
s113,steps,0
s114,start,2015-06-08 21:57:12
s114,end,2015-06-09 05:16:21
s114,quality,69%
s114,time_in_bed,7:19
s114,feeling,:)
s114,notes,Drank coffee:Drank tea:Worked out
s114,steps,0
s115,start,2015-06-09 21:07:02
s115,end,2015-06-10 05:01:10
s115,quality,83%
s115,time_in_bed,7:54
s115,feeling,:)
s115,notes,Drank coffee:Drank tea:Worked out
s115,steps,0
s116,start,2015-06-10 21:12:48
s116,end,2015-06-11 06:17:34
s116,quality,92%
s116,time_in_bed,9:04
s116,feeling,:)
s116,notes,Drank tea:Stressful day:Worked out
s116,heart_rate,68
s116,steps,0
s117,start,2015-06-11 22:54:00
s117,end,2015-06-12 06:19:02
s117,quality,74%
s117,time_in_bed,7:25
s117,feeling,:)
s117,notes,Drank coffee:Worked out
s117,steps,0
s118,start,2015-06-14 22:38:25
s118,end,2015-06-15 06:12:56
s118,quality,81%
s118,time_in_bed,7:34
s118,feeling,:)
s118,notes,Drank coffee:Drank tea
s118,steps,0
s119,start,2015-06-15 22:31:51
s119,end,2015-06-16 06:20:20
s119,quality,88%
s119,time_in_bed,7:48
s119,feeling,:)
s119,notes,Drank coffee:Drank tea:Worked out
s119,heart_rate,64
s119,steps,0
s120,start,2015-06-16 22:21:15
s120,end,2015-06-17 06:20:16
s120,quality,69%
s120,time_in_bed,7:59
s120,feeling,:)
s120,notes,Drank coffee:Drank tea:Stressful day:Worked out
s120,steps,0
s121,start,2015-06-17 21:28:17
s121,end,2015-06-18 05:00:04
s121,quality,63%
s121,time_in_bed,7:31
s121,feeling,:)
s121,notes,Drank coffee
s121,steps,0
s122,start,2015-06-18 22:26:07
s122,end,2015-06-19 04:46:50
s122,quality,71%
s122,time_in_bed,6:20
s122,feeling,:)
s122,notes,Drank coffee:Worked out
s122,steps,0
s123,start,2015-06-22 21:54:38
s123,end,2015-06-23 05:07:41
s123,quality,78%
s123,time_in_bed,7:13
s123,feeling,:)
s123,notes,Drank coffee:Worked out
s123,steps,0
s124,start,2015-06-23 22:09:26
s124,end,2015-06-24 04:57:46
s124,quality,76%
s124,time_in_bed,6:48
s124,feeling,:)
s124,notes,Drank coffee:Drank tea:Worked out
s124,steps,0
s125,start,2015-06-24 04:58:36
s125,end,2015-06-24 05:45:00
s125,quality,10%
s125,time_in_bed,0:46
s125,feeling,:)
s125,steps,0
s126,start,2015-06-24 22:37:23
s126,end,2015-06-25 06:20:50
s126,quality,82%
s126,time_in_bed,7:43
s126,feeling,:)
s126,notes,Drank coffee:Stressful day:Worked out
s126,heart_rate,58
s126,steps,0
s127,start,2015-07-11 22:29:21
s127,end,2015-07-12 08:00:42
s127,quality,98%
s127,time_in_bed,9:31
s127,feeling,:)
s127,notes,Drank coffee:Stressful day
s127,heart_rate,69
s127,steps,0
s128,start,2015-07-19 21:38:23
s128,end,2015-07-20 06:09:35
s128,quality,69%
s128,time_in_bed,8:31
s128,feeling,:)
s128,notes,Drank coffee
s128,heart_rate,74
s128,steps,0
s129,start,2015-07-20 22:01:21
s129,end,2015-07-21 05:04:47
s129,quality,68%
s129,time_in_bed,7:03
s129,feeling,:)
s129,notes,Drank coffee:Drank tea:Worked out
s129,steps,0
s130,start,2015-07-21 22:02:34
s130,end,2015-07-22 05:45:33
s130,quality,79%
s130,time_in_bed,7:42
s130,feeling,:)
s130,notes,Drank coffee:Drank tea:Worked out
s130,heart_rate,67
s130,steps,0
s131,start,2015-07-23 22:29:37
s131,end,2015-07-24 06:44:02
s131,quality,86%
s131,time_in_bed,8:14
s131,feeling,:)
s131,notes,Drank coffee:Stressful day:Worked out
s131,steps,0
s132,start,2015-07-26 22:29:51
s132,end,2015-07-27 06:20:13
s132,quality,93%
s132,time_in_bed,7:50
s132,feeling,:)
s132,notes,Drank coffee:Worked out
s132,heart_rate,58
s132,steps,0
s133,start,2015-07-28 21:32:08
s133,end,2015-07-29 05:39:59
s133,quality,68%
s133,time_in_bed,8:07
s133,feeling,:)
s133,notes,Drank coffee:Drank tea:Stressful day:Worked out
s133,heart_rate,58
s133,steps,0
s134,start,2015-07-29 23:06:06
s134,end,2015-07-30 05:40:14
s134,quality,71%
s134,time_in_bed,6:34
s134,feeling,:)
